id|code|book|chapter|verse|end|text
GEN.2.20|GEN|Genesis|3|20|20|Zo had Adam genoemd de namen van al het vee, en van het gevogelte des hemels, en van al het gedierte des velds; maar voor de mens vond hij geen hulp, die als tegen hem over ware.
GEN.2.21|GEN|Genesis|3|21|21|Toen deed de Heere God een diepe slaap op Adam vallen, en hij sliep; en Hij nam een van zijn ribben, en sloot de plaats daarvan toe met vlees.
GEN.2.22|GEN|Genesis|3|22|22|En de Heere God bouwde de rib, die Hij van Adam genomen had, tot een vrouw, en Hij bracht haar tot Adam.
GEN.2.23|GEN|Genesis|3|23|23|Toen zeide Adam: Deze is ditmaal been van mijn gebeente, en vlees van mijn vlees! Men zal haar Manninne heten, omdat zij uit de man genomen is.
GEN.2.24|GEN|Genesis|3|24|24|Daarom zal de man zijn vader en zijn moeder verlaten, en zijn vrouw aankleven; en zij zullen tot één vlees zijn.
GEN.2.25|GEN|Genesis|3|25|25|En zij waren beiden naakt, Adam en zijn vrouw; en zij schaamden zich niet.
GEN.3.1|GEN|Genesis|4|1|1|De slang nu was listiger dan al het gedierte des velds, dat de Heere God gemaakt had; en zij zeide tot de vrouw: Is het ook, dat God gezegd heeft: Gij zult niet eten van alle boom van deze hof?
GEN.3.2|GEN|Genesis|4|2|2|En de vrouw zeide tot de slang: Van de vrucht der bomen van deze hof zullen wij eten;
GEN.3.3|GEN|Genesis|4|3|3|Maar van de vrucht van de boom, die in het midden van de hof is, heeft God gezegd: Gij zult van die niet eten, noch die aanroeren, opdat gij niet sterft.
GEN.3.4|GEN|Genesis|4|4|4|Toen zeide de slang tot de vrouw: Gij zult de dood niet sterven;
GEN.3.5|GEN|Genesis|4|5|5|Maar God weet, dat, ten dage als gij daarvan eet, zo zullen uw ogen geopend worden, en gij zult als God wezen, kennende het goed en het kwaad.
GEN.3.6|GEN|Genesis|4|6|6|En de vrouw zag, dat die boom goed was tot spijs, en dat hij een lust was voor de ogen, ja, een boom, die begeerlijk was om verstandig te maken; en zij nam van zijn vrucht en at; en zij gaf ook haar man met haar, en hij at.
GEN.3.7|GEN|Genesis|4|7|7|Toen werden hun beider ogen geopend, en zij werden gewaar, dat zij naakt waren; en zij hechtten vijgeboombladeren samen, en maakten zich schorten.
GEN.3.8|GEN|Genesis|4|8|8|En zij hoorden de stem van de Heere God, wandelende in de hof, aan de wind des daags. Toen verborg zich Adam en zijn vrouw voor het aangezicht van de Heere God, in het midden van het geboomte van de hof.
GEN.3.9|GEN|Genesis|4|9|9|En de Heere God riep Adam, en zeide tot hem: Waar zijt gij?
GEN.3.10|GEN|Genesis|4|10|10|En hij zeide: Ik hoorde Uw stem in de hof, en ik vreesde; want ik ben naakt; daarom verborg ik mij.
GEN.3.11|GEN|Genesis|4|11|11|En Hij zeide: Wie heeft u te kennen gegeven, dat gij naakt zijt? Hebt gij van die boom gegeten, waarvan Ik u gebood, dat gij daarvan niet eten zoudt?
GEN.3.12|GEN|Genesis|4|12|12|Toen zeide Adam: De vrouw, die Gij bij mij gegeven hebt, die heeft mij van die boom gegeven, en ik heb gegeten.
GEN.3.13|GEN|Genesis|4|13|13|En de Heere God zeide tot de vrouw: Wat is dit, dat gij gedaan hebt? En de vrouw zeide: Die slang heeft mij bedrogen, en ik heb gegeten.
GEN.3.14|GEN|Genesis|4|14|14|Toen zeide de Heere God tot die slang: Omdat gij dit gedaan hebt, zo zijt gij vervloekt boven al het vee, en boven al het gedierte des velds! Op uw buik zult gij gaan, en stof zult gij eten, al de dagen van uw leven.
GEN.3.15|GEN|Genesis|4|15|15|En Ik zal vijandschap zetten tussen u en tussen deze vrouw, en tussen uw zaad en tussen haar zaad; dat zal u de kop vermorzelen, en gij zult het de verzenen vermorzelen.
GEN.3.16|GEN|Genesis|4|16|16|Tot de vrouw zeide Hij: Ik zal zeer vermenigvuldigen uw smart, namelijk van uw dracht; met smart zult gij kinderen baren; en tot uw man zal uw begeerte zijn, en hij zal over u heerschappij hebben.
GEN.3.17|GEN|Genesis|4|17|17|En tot Adam zeide Hij: Omdat gij geluisterd hebt naar de stem van uw vrouw, en van die boom gegeten, waarvan Ik u gebood, zeggende: Gij zult daarvan niet eten; zo zij het aardrijk om uwentwil vervloekt; en met smart zult gij daarvan eten al de dagen van uw leven.
GEN.3.18|GEN|Genesis|4|18|18|Ook zal het u doornen en distels voortbrengen, en gij zult het kruid des velds eten.
GEN.3.19|GEN|Genesis|4|19|19|In het zweet van uw aanschijn zult gij brood eten, totdat gij tot de aarde weerkeert, aangezien gij daaruit genomen zijt; want gij zijt stof, en gij zult tot stof weerkeren.
GEN.3.20|GEN|Genesis|4|20|20|Voorts noemde Adam de naam van zijn vrouw Heva, omdat zij een moeder aller levenden is.
GEN.3.21|GEN|Genesis|4|21|21|En de Heere God maakte voor Adam en zijn vrouw rokken van vellen, en trok ze hun aan.
GEN.3.22|GEN|Genesis|4|22|22|Toen zeide de Heere God: Ziet, de mens is geworden als Onzer een, kennende het goed en het kwaad! Nu dan, dat hij zijn hand niet uitsteke, en neme ook van de boom des levens, en ete, en leve in eeuwigheid.
GEN.3.23|GEN|Genesis|4|23|23|Zo zond de Heere God hem weg uit de hof van Eden, om de aardbodem te bouwen, waaruit hij genomen was.
GEN.3.24|GEN|Genesis|4|24|24|En Hij dreef de mens uit; en stelde cherubs tegen het oosten van de hof van Eden, en een vlammig lemmer van een zwaard, dat zich omkeerde, om te bewaren de weg van de boom des levens.
GEN.4.1|GEN|Genesis|5|1|1|En Adam bekende Heva, zijn vrouw, en zij werd zwanger, en baarde Kaïn, en zeide: Ik heb een man van de Heere verkregen!
GEN.4.2|GEN|Genesis|5|2|2|En zij voer voort te baren zijn broeder Habel; en Habel werd een schaapherder, en Kaïn werd een landbouwer.
GEN.4.3|GEN|Genesis|5|3|3|En het geschiedde ten einde van enige dagen, dat Kaïn van de vrucht des lands de Heere offer bracht.
GEN.4.4|GEN|Genesis|5|4|4|En Habel bracht ook van de eerstgeborenen van zijn schapen, en van hun vet. En de Heere zag Habel en zijn offer aan;
GEN.4.5|GEN|Genesis|5|5|5|Maar Kaïn en zijn offer zag Hij niet aan. Toen ontstak Kaïn zeer, en zijn aangezicht verviel.
GEN.4.6|GEN|Genesis|5|6|6|En de Heere zeide tot Kaïn: Waarom zijt gij ontstoken, en waarom is uw aangezicht vervallen?
GEN.4.7|GEN|Genesis|5|7|7|Is er niet, indien gij weldoet, verhoging? en zo gij niet weldoet, de zonde ligt aan de deur. Zijn begeerte is toch tot u, en gij zult over hem heersen.
GEN.4.8|GEN|Genesis|5|8|8|En Kaïn sprak met zijn broeder Habel; en het geschiedde, toen zij in het veld waren, dat Kaïn tegen zijn broeder Habel opstond, en hem doodsloeg.
GEN.4.9|GEN|Genesis|5|9|9|En de Heere zeide tot Kaïn: Waar is Habel, uw broeder? En hij zeide: Ik weet het niet; ben ik mijns broeders hoeder?
GEN.4.10|GEN|Genesis|5|10|10|En Hij zeide: Wat hebt gij gedaan? daar is een stem van het bloed van uw broeder, dat tot Mij roept van de aardbodem.
GEN.4.11|GEN|Genesis|5|11|11|En nu zijt gij vervloekt van de aardbodem, die zijn mond heeft opengedaan, om het bloed van uw broeder van uw hand te ontvangen.
GEN.4.12|GEN|Genesis|5|12|12|Als gij de aardbodem bouwen zult, hij zal u zijn vermogen niet meer geven; gij zult zwervende en dolende zijn op aarde.
GEN.4.13|GEN|Genesis|5|13|13|En Kaïn zeide tot de Heere : Mijn misdaad is groter, dan dat zij vergeven worde.
GEN.4.14|GEN|Genesis|5|14|14|Zie, Gij hebt mij heden verdreven van de aardbodem, en ik zal voor Uw aangezicht verborgen zijn; en ik zal zwervende en dolende zijn op de aarde, en het zal geschieden, dat al wie mij vindt, mij zal doodslaan.
GEN.4.15|GEN|Genesis|5|15|15|Doch de Heere zeide tot hem: Daarom, al wie Kaïn doodslaat, zal zevenvoudig gewroken worden! En de Heere stelde een teken aan Kaïn, opdat hem niet versloeg al wie hem vond.
GEN.4.16|GEN|Genesis|5|16|16|En Kaïn ging uit van het aangezicht des Heeren ; en hij woonde in het land Nod, ten oosten van Eden.
GEN.4.17|GEN|Genesis|5|17|17|En Kaïn bekende zijn vrouw, en zij werd bevrucht en baarde Henoch; en hij bouwde een stad, en noemde de naam van die stad naar de naam van zijn zoon, Henoch.
GEN.4.18|GEN|Genesis|5|18|18|En aan Henoch werd Hirad geboren; en Hirad gewon Mechújaël; en Mechújaël gewon Methúsaël; en Methúsaël gewon Lamech.
GEN.4.19|GEN|Genesis|5|19|19|En Lamech nam zich twee vrouwen; de naam van de eerste was Ada, en de naam van de andere Zilla.
GEN.4.20|GEN|Genesis|5|20|20|En Ada baarde Jabal; deze is geweest een vader van hen, die tenten bewoonden, en vee hadden .
GEN.4.21|GEN|Genesis|5|21|21|En de naam van zijn broeder was Jubal; deze was de vader van allen, die harpen en orgelen bespelen.
GEN.4.22|GEN|Genesis|5|22|22|En Zilla baarde ook Túbal-Kaïn, een leermeester van allen, die koper en ijzer bewerken; en de zuster van Túbal-Kaïn was Naëma.
GEN.4.23|GEN|Genesis|5|23|23|En Lamech zeide tot zijn vrouwen Ada en Zilla: Hoort mijn stem, gij vrouwen van Lamech! neemt ter ore mijn rede! Voorwaar, ik sloeg wel een man dood, om mijn wond, en een jongeling, om mijn buil!
GEN.4.24|GEN|Genesis|5|24|24|Want Kaïn zal zevenvoudig gewroken worden, maar Lamech zeventigmaal zevenmaal.
GEN.4.25|GEN|Genesis|5|25|25|En Adam bekende weer zijn vrouw, en zij baarde een zoon, en zij noemde zijn naam Seth; want God heeft mij, sprak zij , een ander zaad gezet voor Habel; want Kaïn heeft hem doodgeslagen.
GEN.4.26|GEN|Genesis|5|26|26|En aan deze Seth werd ook een zoon geboren, en hij noemde zijn naam Enos. Toen begon men de naam des Heeren aan te roepen.
GEN.5.1|GEN|Genesis|6|1|1|Dit is het boek van Adams geslacht. Ten dage als God de mens schiep, maakte Hij hem naar de gelijkenis Gods.
GEN.5.2|GEN|Genesis|6|2|2|Man en vrouw schiep Hij hen, en zegende ze, en noemde hun naam Mens, ten dage als zij geschapen werden.
GEN.5.3|GEN|Genesis|6|3|3|En Adam leefde honderd dertig jaren, en gewon een zoon naar zijn gelijkenis, naar zijn evenbeeld, en noemde zijn naam Seth.
GEN.5.4|GEN|Genesis|6|4|4|En Adams dagen, nadat hij Seth gewonnen had, zijn geweest achthonderd jaren; en hij gewon zonen en dochters.
GEN.5.5|GEN|Genesis|6|5|5|Zo waren al de dagen van Adam, die hij leefde, negenhonderd jaren, en dertig jaren; en hij stierf.
GEN.5.6|GEN|Genesis|6|6|6|En Seth leefde honderd vijf jaren, en hij gewon Enos.
GEN.5.7|GEN|Genesis|6|7|7|En Seth leefde, nadat hij Enos gewonnen had, achthonderd zeven jaren; en hij gewon zonen en dochters.
GEN.5.8|GEN|Genesis|6|8|8|Zo waren al de dagen van Seth negenhonderd twaalf jaren; en hij stierf.
GEN.5.9|GEN|Genesis|6|9|9|En Enos leefde negentig jaren, en hij gewon Kenan.
GEN.5.10|GEN|Genesis|6|10|10|En Enos leefde, nadat hij Kenan gewonnen had, achthonderd vijftien jaren; en hij gewon zonen en dochters.
GEN.5.11|GEN|Genesis|6|11|11|Zo waren al de dagen van Enos negenhonderd vijf jaren; en hij stierf.
GEN.5.12|GEN|Genesis|6|12|12|En Kenan leefde zeventig jaren, en hij gewon Mahalaleël.
GEN.5.13|GEN|Genesis|6|13|13|En Kenan leefde, nadat hij Mahalaleël gewonnen had, achthonderd veertig jaren; en hij gewon zonen en dochters.
GEN.5.14|GEN|Genesis|6|14|14|Zo waren al de dagen van Kenan negenhonderd tien jaren; en hij stierf.
GEN.5.15|GEN|Genesis|6|15|15|En Mahalaleël leefde vijf en zestig jaren, en hij gewon Jered.
GEN.5.16|GEN|Genesis|6|16|16|En Mahalaleël leefde, nadat hij Jered gewonnen had, achthonderd dertig jaren; en hij gewon zonen en dochters.
GEN.5.17|GEN|Genesis|6|17|17|Zo waren al de dagen van Mahalaleël achthonderd vijf en negentig jaren; en hij stierf.
GEN.5.18|GEN|Genesis|6|18|18|En Jered leefde honderd twee en zestig jaren, en hij gewon Henoch.
GEN.5.19|GEN|Genesis|6|19|19|En Jered leefde, nadat hij Henoch gewonnen had, achthonderd jaren; en hij gewon zonen en dochters.
GEN.5.20|GEN|Genesis|6|20|20|Zo waren al de dagen van Jered negenhonderd twee en zestig jaren; en hij stierf.
GEN.5.21|GEN|Genesis|6|21|21|En Henoch leefde vijf en zestig jaren, en hij gewon Methúsalah.
GEN.5.22|GEN|Genesis|6|22|22|En Henoch wandelde met God, nadat hij Methúsalah gewonnen had, driehonderd jaren; en hij gewon zonen en dochters.
GEN.5.23|GEN|Genesis|6|23|23|Zo waren al de dagen van Henoch driehonderd vijf en zestig jaren.
GEN.5.24|GEN|Genesis|6|24|24|Henoch dan wandelde met God; en hij was niet meer ; want God nam hem weg.
GEN.5.25|GEN|Genesis|6|25|25|En Methúsalah leefde honderd zeven en tachtig jaren, en hij gewon Lamech.
GEN.5.26|GEN|Genesis|6|26|26|En Methúsalah leefde, nadat hij Lamech gewonnen had, zevenhonderd twee en tachtig jaren; en hij gewon zonen en dochters.
GEN.5.27|GEN|Genesis|6|27|27|Zo waren al de dagen van Methúsalah negenhonderd negen en zestig jaren; en hij stierf.
GEN.5.28|GEN|Genesis|6|28|28|En Lamech leefde honderd twee en tachtig jaren, en hij gewon een zoon.
GEN.5.29|GEN|Genesis|6|29|29|En hij noemde zijn naam Noach, zeggende: Deze zal ons troosten over ons werk, en over de smart onzer handen, vanwege het aardrijk, dat de Heere vervloekt heeft!
GEN.5.30|GEN|Genesis|6|30|30|En Lamech leefde, nadat hij Noach gewonnen had, vijfhonderd vijf en negentig jaren; en hij gewon zonen en dochters.
GEN.5.31|GEN|Genesis|6|31|31|Zo waren al de dagen van Lamech zevenhonderd zeven en zeventig jaren; en hij stierf.
GEN.5.32|GEN|Genesis|6|32|32|En Noach was vijfhonderd jaren oud; en Noach gewon Sem, Cham en Jafeth.
GEN.6.1|GEN|Genesis|7|1|1|En het geschiedde, toen de mensen op de aardbodem begonnen te vermenigvuldigen, en hun dochters geboren werden,
GEN.6.2|GEN|Genesis|7|2|2|Dat Gods zonen de dochters der mensen aanzagen, dat zij schoon waren, en zij namen zich vrouwen uit allen, die zij verkoren hadden.
GEN.6.3|GEN|Genesis|7|3|3|Toen zeide de Heere : Mijn Geest zal niet in eeuwigheid twisten met de mens, omdat hij ook vlees is; doch zijn dagen zullen zijn honderd twintig jaren.
GEN.6.4|GEN|Genesis|7|4|4|In die dagen waren er reuzen op de aarde, en ook daarna, toen Gods zonen tot de dochters der mensen ingegaan waren, en zich kinderen gewonnen hadden; deze zijn de geweldigen, die van ouds geweest zijn, mannen van naam.
GEN.6.5|GEN|Genesis|7|5|5|En de Heere zag, dat de boosheid des mensen menigvuldig was op de aarde, en al het gedichtsel van de gedachten zijns harten te allen dage alleen boos was.
GEN.6.6|GEN|Genesis|7|6|6|Toen berouwde het de Heere , dat Hij de mens op de aarde gemaakt had, en het smartte Hem aan Zijn hart.
GEN.6.7|GEN|Genesis|7|7|7|En de Heere zeide: Ik zal de mens, die Ik geschapen heb, verdelgen van de aardbodem, van de mens tot het vee, tot het kruipend gedierte, en tot het gevogelte des hemels toe; want het berouwt Mij, dat Ik hen gemaakt heb.
GEN.6.8|GEN|Genesis|7|8|8|Maar Noach vond genade in de ogen des Heeren .
GEN.6.9|GEN|Genesis|7|9|9|Dit zijn de geboorten van Noach. Noach was een rechtvaardig, oprecht man in zijn geslachten. Noach wandelde met God.
GEN.6.10|GEN|Genesis|7|10|10|En Noach gewon drie zonen: Sem, Cham en Jafeth.
GEN.6.11|GEN|Genesis|7|11|11|Maar de aarde was verdorven voor Gods aangezicht; en de aarde was vervuld met wrevel .
GEN.6.12|GEN|Genesis|7|12|12|Toen zag God de aarde, en ziet, zij was verdorven; want al het vlees had zijn weg verdorven op de aarde.
GEN.6.13|GEN|Genesis|7|13|13|Daarom zeide God tot Noach: Het einde van alle vlees is voor Mijn aangezicht gekomen; want de aarde is door hen vervuld met wrevel ; en zie, Ik zal hen met de aarde verderven.
GEN.6.14|GEN|Genesis|7|14|14|Maak u een ark van goferhout; met kamers zult gij deze ark maken; en gij zult die bepekken van binnen en van buiten met pek.
GEN.6.15|GEN|Genesis|7|15|15|En aldus is het, dat gij haar maken zult: driehonderd ellen zij de lengte der ark, vijftig ellen haar breedte, en dertig ellen haar hoogte.
GEN.6.16|GEN|Genesis|7|16|16|Gij zult een venster aan de ark maken, en zult haar voltooien tot een el van boven; en de deur der ark zult gij in haar zijde zetten; gij zult ze met onderste, tweede en derde verdiepingen maken.
GEN.6.17|GEN|Genesis|7|17|17|Want Ik, zie, Ik breng een watervloed over de aarde, om alle vlees, waarin een geest des levens is, van onder de hemel te verderven; al wat op de aarde is, zal de geest geven.
GEN.6.18|GEN|Genesis|7|18|18|Maar met u zal Ik Mijn verbond oprichten; en gij zult in de ark gaan, gij, en uw zonen, en uw vrouw, en de vrouwen van uw zonen met u.
GEN.6.19|GEN|Genesis|7|19|19|En gij zult van al wat leeft, van alle vlees, twee van elk, in de ark doen komen, om met u in het leven te behouden: mannetje en wijfje zullen zij zijn;
GEN.6.20|GEN|Genesis|7|20|20|Van het gevogelte naar zijn aard, en van het vee naar zijn aard, van al het kruipend gedierte van de aardbodem naar zijn aard, twee van elk zullen tot u komen, om die in het leven te behouden.
GEN.6.21|GEN|Genesis|7|21|21|En gij, neem voor u van alle spijs, die gegeten wordt, en verzamel ze tot u, opdat zij u en hun tot spijs zij.
GEN.6.22|GEN|Genesis|7|22|22|En Noach deed het; naar al wat God hem geboden had, zo deed hij.
GEN.7.1|GEN|Genesis|8|1|1|Daarna zeide de Heere tot Noach: Ga gij, en uw ganse huis in de ark: want u heb Ik gezien rechtvaardig voor Mijn aangezicht in dit geslacht.
GEN.7.2|GEN|Genesis|8|2|2|Van alle rein vee zult gij tot u nemen zeven en zeven, het mannetje en zijn wijfje; maar van het vee, dat niet rein is, twee, het mannetje en zijn wijfje.
GEN.7.3|GEN|Genesis|8|3|3|Ook van het gevogelte des hemels zeven en zeven, het mannetje en het wijfje, om zaad levend te houden op de ganse aarde.
GEN.7.4|GEN|Genesis|8|4|4|Want over nog zeven dagen zal Ik doen regenen op de aarde veertig dagen, en veertig nachten; en Ik zal van de aardbodem verdelgen al wat bestaat, dat Ik gemaakt heb.
GEN.7.5|GEN|Genesis|8|5|5|En Noach deed, naar al wat de Heere hem geboden had.
GEN.7.6|GEN|Genesis|8|6|6|Noach nu was zeshonderd jaren oud, toen de vloed der wateren op de aarde was.
GEN.7.7|GEN|Genesis|8|7|7|Zo ging Noach, en zijn zonen, en zijn vrouw, en de vrouwen van zijn zonen met hem in de ark, vanwege de wateren van de vloed.
GEN.7.8|GEN|Genesis|8|8|8|Van het reine vee, en van het vee, dat niet rein was, en van het gevogelte, en al wat op de aardbodem kruipt,
GEN.7.9|GEN|Genesis|8|9|9|Kwamen er twee en twee tot Noach in de ark, het mannetje en het wijfje, zoals God Noach geboden had.
GEN.7.10|GEN|Genesis|8|10|10|En het geschiedde na die zeven dagen dat de wateren van de vloed op de aarde waren.
GEN.7.11|GEN|Genesis|8|11|11|In het zeshonderdste jaar van het leven van Noach, in de tweede maand, op de zeventiende dag der maand, op deze zelfde dag zijn alle fonteinen van de grote afgrond opengebroken, en de sluizen des hemels geopend.
GEN.7.12|GEN|Genesis|8|12|12|En een plasregen was op de aarde veertig dagen en veertig nachten.
